"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"KOR","GDPHRWKD","TOT","USD","A","1997",16.805296,
"KOR","GDPHRWKD","TOT","USD","A","1998",17.553474,
"KOR","GDPHRWKD","TOT","USD","A","1999",19.14853,
"KOR","GDPHRWKD","TOT","USD","A","2000",19.869707,
"KOR","GDPHRWKD","TOT","USD","A","2001",20.537362,
"KOR","GDPHRWKD","TOT","USD","A","2002",21.890567,
"KOR","GDPHRWKD","TOT","USD","A","2003",22.906385,
"KOR","GDPHRWKD","TOT","USD","A","2004",23.943306,
"KOR","GDPHRWKD","TOT","USD","A","2005",25.069627,
"KOR","GDPHRWKD","TOT","USD","A","2006",26.113367,
"KOR","GDPHRWKD","TOT","USD","A","2007",27.765754,
"KOR","GDPHRWKD","TOT","USD","A","2008",29.329878,
"KOR","GDPHRWKD","TOT","USD","A","2009",30.344298,
"KOR","GDPHRWKD","TOT","USD","A","2010",32.15205,
"KOR","GDPHRWKD","TOT","USD","A","2011",33.082246,
"KOR","GDPHRWKD","TOT","USD","A","2012",33.548941,
"KOR","GDPHRWKD","TOT","USD","A","2013",34.302351,
"KOR","GDPHRWKD","TOT","USD","A","2014",35.083454,
"KOR","GDPHRWKD","TOT","USD","A","2015",35.562585,
"KOR","GDPHRWKD","TOT","USD","A","2016",36.55301,
"KOR","GDPHRWKD","TOT","USD","A","2017",38.185759,
"KOR","GDPHRWKD","TOT","USD","A","2018",39.551149,
"LUX","GDPHRWKD","TOT","USD","A","1990",75.438609,
"LUX","GDPHRWKD","TOT","USD","A","1991",79.660717,
"LUX","GDPHRWKD","TOT","USD","A","1992",79.967381,
"LUX","GDPHRWKD","TOT","USD","A","1993",81.534607,
"LUX","GDPHRWKD","TOT","USD","A","1994",83.526167,
"LUX","GDPHRWKD","TOT","USD","A","1995",85.575853,
"LUX","GDPHRWKD","TOT","USD","A","1996",84.197578,
"LUX","GDPHRWKD","TOT","USD","A","1997",86.167355,
"LUX","GDPHRWKD","TOT","USD","A","1998",87.79771,
"LUX","GDPHRWKD","TOT","USD","A","1999",90.976052,
"LUX","GDPHRWKD","TOT","USD","A","2000",92.905763,"B"
"LUX","GDPHRWKD","TOT","USD","A","2001",91.049186,
"LUX","GDPHRWKD","TOT","USD","A","2002",92.163527,
"LUX","GDPHRWKD","TOT","USD","A","2003",92.069714,
"LUX","GDPHRWKD","TOT","USD","A","2004",93.262331,
"LUX","GDPHRWKD","TOT","USD","A","2005",95.319208,
"LUX","GDPHRWKD","TOT","USD","A","2006",96.404056,
"LUX","GDPHRWKD","TOT","USD","A","2007",99.156279,
"LUX","GDPHRWKD","TOT","USD","A","2008",93.390845,
"LUX","GDPHRWKD","TOT","USD","A","2009",91.33811,
"LUX","GDPHRWKD","TOT","USD","A","2010",94.064407,
"LUX","GDPHRWKD","TOT","USD","A","2011",93.779176,
"LUX","GDPHRWKD","TOT","USD","A","2012",91.657707,
"LUX","GDPHRWKD","TOT","USD","A","2013",93.637544,
"LUX","GDPHRWKD","TOT","USD","A","2014",95.004238,
"LUX","GDPHRWKD","TOT","USD","A","2015",96.134081,
"LUX","GDPHRWKD","TOT","USD","A","2016",97.666747,
"LUX","GDPHRWKD","TOT","USD","A","2017",96.563134,
"LUX","GDPHRWKD","TOT","USD","A","2018",96.000108,
"MEX","GDPHRWKD","TOT","USD","A","1991",19.77129,
"MEX","GDPHRWKD","TOT","USD","A","1992",19.873592,
"MEX","GDPHRWKD","TOT","USD","A","1993",19.794441,
"MEX","GDPHRWKD","TOT","USD","A","1994",19.75111,
"MEX","GDPHRWKD","TOT","USD","A","1995",18.530927,
"MEX","GDPHRWKD","TOT","USD","A","1996",18.740379,
"MEX","GDPHRWKD","TOT","USD","A","1997",18.523523,
"MEX","GDPHRWKD","TOT","USD","A","1998",19.614548,
"MEX","GDPHRWKD","TOT","USD","A","1999",19.265982,
"MEX","GDPHRWKD","TOT","USD","A","2000",20.399683,
"MEX","GDPHRWKD","TOT","USD","A","2001",20.537908,
"MEX","GDPHRWKD","TOT","USD","A","2002",19.600788,
"MEX","GDPHRWKD","TOT","USD","A","2003",20.213934,
"MEX","GDPHRWKD","TOT","USD","A","2004",20.491997,
"MEX","GDPHRWKD","TOT","USD","A","2005",20.210313,
"MEX","GDPHRWKD","TOT","USD","A","2006",20.867028,
"MEX","GDPHRWKD","TOT","USD","A","2007",21.152704,
"MEX","GDPHRWKD","TOT","USD","A","2008",20.454814,
"MEX","GDPHRWKD","TOT","USD","A","2009",20.450677,
"MEX","GDPHRWKD","TOT","USD","A","2010",19.433013,"B"
"MEX","GDPHRWKD","TOT","USD","A","2011",19.978219,
"MEX","GDPHRWKD","TOT","USD","A","2012",20.053134,
"MEX","GDPHRWKD","TOT","USD","A","2013",19.957166,
"MEX","GDPHRWKD","TOT","USD","A","2014",20.45789,"E"
"MEX","GDPHRWKD","TOT","USD","A","2015",20.573395,"E"
"MEX","GDPHRWKD","TOT","USD","A","2016",20.710575,"E"
"MEX","GDPHRWKD","TOT","USD","A","2017",20.828396,"E"
"MEX","GDPHRWKD","TOT","USD","A","2018",20.726631,
"NLD","GDPHRWKD","TOT","USD","A","1990",52.360353,
"NLD","GDPHRWKD","TOT","USD","A","1991",52.991818,
"NLD","GDPHRWKD","TOT","USD","A","1992",52.89191,
"NLD","GDPHRWKD","TOT","USD","A","1993",53.740279,
"NLD","GDPHRWKD","TOT","USD","A","1994",54.684623,
"NLD","GDPHRWKD","TOT","USD","A","1995",53.845165,
"NLD","GDPHRWKD","TOT","USD","A","1996",54.044212,
"NLD","GDPHRWKD","TOT","USD","A","1997",55.237522,
"NLD","GDPHRWKD","TOT","USD","A","1998",56.593874,
"NLD","GDPHRWKD","TOT","USD","A","1999",57.842967,
"NLD","GDPHRWKD","TOT","USD","A","2000",59.712509,
"NLD","GDPHRWKD","TOT","USD","A","2001",60.315684,
"NLD","GDPHRWKD","TOT","USD","A","2002",60.755925,
"NLD","GDPHRWKD","TOT","USD","A","2003",61.558149,
"NLD","GDPHRWKD","TOT","USD","A","2004",62.619821,
"NLD","GDPHRWKD","TOT","USD","A","2005",64.115137,
"NLD","GDPHRWKD","TOT","USD","A","2006",65.06875,
"NLD","GDPHRWKD","TOT","USD","A","2007",65.650104,
"NLD","GDPHRWKD","TOT","USD","A","2008",66.027005,
"NLD","GDPHRWKD","TOT","USD","A","2009",64.537637,
"NLD","GDPHRWKD","TOT","USD","A","2010",65.8704,
"NLD","GDPHRWKD","TOT","USD","A","2011",66.292524,
"NLD","GDPHRWKD","TOT","USD","A","2012",66.19385,
"NLD","GDPHRWKD","TOT","USD","A","2013",66.696861,
"NLD","GDPHRWKD","TOT","USD","A","2014",67.190728,
"NLD","GDPHRWKD","TOT","USD","A","2015",67.85116,
"NLD","GDPHRWKD","TOT","USD","A","2016",67.745353,
"NLD","GDPHRWKD","TOT","USD","A","2017",68.327392,
"NLD","GDPHRWKD","TOT","USD","A","2018",68.57403,
"NZL","GDPHRWKD","TOT","USD","A","1990",31.199691,
"NZL","GDPHRWKD","TOT","USD","A","1991",30.648463,
"NZL","GDPHRWKD","TOT","USD","A","1992",31.800221,
"NZL","GDPHRWKD","TOT","USD","A","1993",32.56074,
"NZL","GDPHRWKD","TOT","USD","A","1994",32.668933,
"NZL","GDPHRWKD","TOT","USD","A","1995",33.006031,
"NZL","GDPHRWKD","TOT","USD","A","1996",33.105905,
"NZL","GDPHRWKD","TOT","USD","A","1997",34.203488,
"NZL","GDPHRWKD","TOT","USD","A","1998",33.659019,
"NZL","GDPHRWKD","TOT","USD","A","1999",34.026822,
"NZL","GDPHRWKD","TOT","USD","A","2000",35.05343,
"NZL","GDPHRWKD","TOT","USD","A","2001",35.677033,
"NZL","GDPHRWKD","TOT","USD","A","2002",36.370356,
"NZL","GDPHRWKD","TOT","USD","A","2003",37.063063,
"NZL","GDPHRWKD","TOT","USD","A","2004",36.925306,
"NZL","GDPHRWKD","TOT","USD","A","2005",36.890516,
"NZL","GDPHRWKD","TOT","USD","A","2006",37.421652,
"NZL","GDPHRWKD","TOT","USD","A","2007",38.917466,
"NZL","GDPHRWKD","TOT","USD","A","2008",37.649818,
"NZL","GDPHRWKD","TOT","USD","A","2009",39.615047,
"NZL","GDPHRWKD","TOT","USD","A","2010",39.249637,
"NZL","GDPHRWKD","TOT","USD","A","2011",40.030722,
"NZL","GDPHRWKD","TOT","USD","A","2012",41.466974,
"NZL","GDPHRWKD","TOT","USD","A","2013",40.761043,
"NZL","GDPHRWKD","TOT","USD","A","2014",40.658214,
"NZL","GDPHRWKD","TOT","USD","A","2015",41.8117,
"NZL","GDPHRWKD","TOT","USD","A","2016",41.720436,
"NZL","GDPHRWKD","TOT","USD","A","2017",41.852527,
"NZL","GDPHRWKD","TOT","USD","A","2018",42.39048,
"NOR","GDPHRWKD","TOT","USD","A","1990",55.413065,
"NOR","GDPHRWKD","TOT","USD","A","1991",57.757513,
"NOR","GDPHRWKD","TOT","USD","A","1992",59.549368,
"NOR","GDPHRWKD","TOT","USD","A","1993",60.946152,
"NOR","GDPHRWKD","TOT","USD","A","1994",63.248669,
"NOR","GDPHRWKD","TOT","USD","A","1995",65.271245,
"NOR","GDPHRWKD","TOT","USD","A","1996",67.441147,
"NOR","GDPHRWKD","TOT","USD","A","1997",69.213277,
"NOR","GDPHRWKD","TOT","USD","A","1998",69.281369,
"NOR","GDPHRWKD","TOT","USD","A","1999",70.073262,
"NOR","GDPHRWKD","TOT","USD","A","2000",72.789951,
"NOR","GDPHRWKD","TOT","USD","A","2001",75.506869,
"NOR","GDPHRWKD","TOT","USD","A","2002",77.934918,
"NOR","GDPHRWKD","TOT","USD","A","2003",80.845949,
"NOR","GDPHRWKD","TOT","USD","A","2004",82.90755,
"NOR","GDPHRWKD","TOT","USD","A","2005",84.118573,
"NOR","GDPHRWKD","TOT","USD","A","2006",83.873181,
"NOR","GDPHRWKD","TOT","USD","A","2007",82.822306,
"NOR","GDPHRWKD","TOT","USD","A","2008",80.563698,
"NOR","GDPHRWKD","TOT","USD","A","2009",80.579755,
"NOR","GDPHRWKD","TOT","USD","A","2010",80.91697,
"NOR","GDPHRWKD","TOT","USD","A","2011",80.26573,
"NOR","GDPHRWKD","TOT","USD","A","2012",81.002492,
"NOR","GDPHRWKD","TOT","USD","A","2013",81.508063,
"NOR","GDPHRWKD","TOT","USD","A","2014",82.09197,
"NOR","GDPHRWKD","TOT","USD","A","2015",83.151445,
"NOR","GDPHRWKD","TOT","USD","A","2016",83.642893,
"NOR","GDPHRWKD","TOT","USD","A","2017",85.428184,
"NOR","GDPHRWKD","TOT","USD","A","2018",85.027879,
"POL","GDPHRWKD","TOT","USD","A","1993",14.281306,
"POL","GDPHRWKD","TOT","USD","A","1994",15.1776,
"POL","GDPHRWKD","TOT","USD","A","1995",16.109112,
"POL","GDPHRWKD","TOT","USD","A","1996",16.987377,
"POL","GDPHRWKD","TOT","USD","A","1997",18.036317,
"POL","GDPHRWKD","TOT","USD","A","1998",18.680154,
"POL","GDPHRWKD","TOT","USD","A","1999",20.863108,
"POL","GDPHRWKD","TOT","USD","A","2000",22.117106,
"POL","GDPHRWKD","TOT","USD","A","2001",22.876173,
"POL","GDPHRWKD","TOT","USD","A","2002",24.134544,
"POL","GDPHRWKD","TOT","USD","A","2003",25.220792,
"POL","GDPHRWKD","TOT","USD","A","2004",26.204849,
"POL","GDPHRWKD","TOT","USD","A","2005",26.619144,
"POL","GDPHRWKD","TOT","USD","A","2006",27.378435,
"POL","GDPHRWKD","TOT","USD","A","2007",28.089155,
"POL","GDPHRWKD","TOT","USD","A","2008",28.317363,
"POL","GDPHRWKD","TOT","USD","A","2009",29.230884,
"POL","GDPHRWKD","TOT","USD","A","2010",31.179014,"B"
"POL","GDPHRWKD","TOT","USD","A","2011",32.648075,
"POL","GDPHRWKD","TOT","USD","A","2012",33.226128,
"POL","GDPHRWKD","TOT","USD","A","2013",33.768322,
"POL","GDPHRWKD","TOT","USD","A","2014",34.183666,
"POL","GDPHRWKD","TOT","USD","A","2015",34.831329,
"POL","GDPHRWKD","TOT","USD","A","2016",35.570538,
"POL","GDPHRWKD","TOT","USD","A","2017",37.260511,
"POL","GDPHRWKD","TOT","USD","A","2018",39.542415,
"PRT","GDPHRWKD","TOT","USD","A","1990",27.822761,
"PRT","GDPHRWKD","TOT","USD","A","1991",29.273733,
"PRT","GDPHRWKD","TOT","USD","A","1992",30.326161,
"PRT","GDPHRWKD","TOT","USD","A","1993",30.285925,
"PRT","GDPHRWKD","TOT","USD","A","1994",30.487203,
"PRT","GDPHRWKD","TOT","USD","A","1995",30.97826,
"PRT","GDPHRWKD","TOT","USD","A","1996",31.517268,
"PRT","GDPHRWKD","TOT","USD","A","1997",32.156417,
"PRT","GDPHRWKD","TOT","USD","A","1998",32.501739,
"PRT","GDPHRWKD","TOT","USD","A","1999",33.238285,
"PRT","GDPHRWKD","TOT","USD","A","2000",33.590656,
"PRT","GDPHRWKD","TOT","USD","A","2001",33.943898,
"PRT","GDPHRWKD","TOT","USD","A","2002",34.191361,
"PRT","GDPHRWKD","TOT","USD","A","2003",34.321987,
"PRT","GDPHRWKD","TOT","USD","A","2004",35.083094,
"PRT","GDPHRWKD","TOT","USD","A","2005",35.479464,
"PRT","GDPHRWKD","TOT","USD","A","2006",36.142693,
"PRT","GDPHRWKD","TOT","USD","A","2007",36.703752,
"PRT","GDPHRWKD","TOT","USD","A","2008",36.940531,
"PRT","GDPHRWKD","TOT","USD","A","2009",36.789787,
"PRT","GDPHRWKD","TOT","USD","A","2010",37.925909,
"PRT","GDPHRWKD","TOT","USD","A","2011",38.486792,
"PRT","GDPHRWKD","TOT","USD","A","2012",38.861939,
"PRT","GDPHRWKD","TOT","USD","A","2013",39.430254,
"PRT","GDPHRWKD","TOT","USD","A","2014",39.029357,
"PRT","GDPHRWKD","TOT","USD","A","2015",39.001183,
"PRT","GDPHRWKD","TOT","USD","A","2016",39.087184,
"PRT","GDPHRWKD","TOT","USD","A","2017",39.125618,
"PRT","GDPHRWKD","TOT","USD","A","2018",39.357364,
"SVK","GDPHRWKD","TOT","USD","A","1995",18.987531,
"SVK","GDPHRWKD","TOT","USD","A","1996",20.19533,
"SVK","GDPHRWKD","TOT","USD","A","1997",21.49271,
"SVK","GDPHRWKD","TOT","USD","A","1998",22.575149,
"SVK","GDPHRWKD","TOT","USD","A","1999",23.209002,
"SVK","GDPHRWKD","TOT","USD","A","2000",23.955885,
"SVK","GDPHRWKD","TOT","USD","A","2001",24.796833,
"SVK","GDPHRWKD","TOT","USD","A","2002",26.57962,
"SVK","GDPHRWKD","TOT","USD","A","2003",28.664487,
"SVK","GDPHRWKD","TOT","USD","A","2004",29.475784,
"SVK","GDPHRWKD","TOT","USD","A","2005",30.44834,
"SVK","GDPHRWKD","TOT","USD","A","2006",32.270225,
"SVK","GDPHRWKD","TOT","USD","A","2007",34.705785,
"SVK","GDPHRWKD","TOT","USD","A","2008",35.45377,
"SVK","GDPHRWKD","TOT","USD","A","2009",34.438708,
"SVK","GDPHRWKD","TOT","USD","A","2010",36.460194,
"SVK","GDPHRWKD","TOT","USD","A","2011",37.10034,
"SVK","GDPHRWKD","TOT","USD","A","2012",37.868382,
"SVK","GDPHRWKD","TOT","USD","A","2013",38.799144,
"SVK","GDPHRWKD","TOT","USD","A","2014",39.581067,
"SVK","GDPHRWKD","TOT","USD","A","2015",40.81351,
"SVK","GDPHRWKD","TOT","USD","A","2016",41.040692,
"SVK","GDPHRWKD","TOT","USD","A","2017",42.009008,
"SVK","GDPHRWKD","TOT","USD","A","2018",43.090953,
"ESP","GDPHRWKD","TOT","USD","A","1990",40.621231,
"ESP","GDPHRWKD","TOT","USD","A","1991",40.950215,
"ESP","GDPHRWKD","TOT","USD","A","1992",42.106477,
"ESP","GDPHRWKD","TOT","USD","A","1993",43.086844,
"ESP","GDPHRWKD","TOT","USD","A","1994",44.348789,
"ESP","GDPHRWKD","TOT","USD","A","1995",44.719709,
"ESP","GDPHRWKD","TOT","USD","A","1996",45.214954,
"ESP","GDPHRWKD","TOT","USD","A","1997",45.139362,
"ESP","GDPHRWKD","TOT","USD","A","1998",44.926662,
"ESP","GDPHRWKD","TOT","USD","A","1999",44.768294,
"ESP","GDPHRWKD","TOT","USD","A","2000",44.976405,
"ESP","GDPHRWKD","TOT","USD","A","2001",45.048434,
"ESP","GDPHRWKD","TOT","USD","A","2002",45.11831,
"ESP","GDPHRWKD","TOT","USD","A","2003",45.252569,
"ESP","GDPHRWKD","TOT","USD","A","2004",45.397634,
"ESP","GDPHRWKD","TOT","USD","A","2005",45.574953,
"ESP","GDPHRWKD","TOT","USD","A","2006",45.841477,
"ESP","GDPHRWKD","TOT","USD","A","2007",46.348126,
"ESP","GDPHRWKD","TOT","USD","A","2008",46.467486,
"ESP","GDPHRWKD","TOT","USD","A","2009",47.587326,
"ESP","GDPHRWKD","TOT","USD","A","2010",48.797078,
"ESP","GDPHRWKD","TOT","USD","A","2011",49.517454,
"ESP","GDPHRWKD","TOT","USD","A","2012",50.472428,
"ESP","GDPHRWKD","TOT","USD","A","2013",51.200573,
"ESP","GDPHRWKD","TOT","USD","A","2014",51.35308,
"ESP","GDPHRWKD","TOT","USD","A","2015",51.759291,
"ESP","GDPHRWKD","TOT","USD","A","2016",51.992659,
"ESP","GDPHRWKD","TOT","USD","A","2017",52.478956,
"ESP","GDPHRWKD","TOT","USD","A","2018",52.363755,
"SWE","GDPHRWKD","TOT","USD","A","1990",42.274333,
"SWE","GDPHRWKD","TOT","USD","A","1991",42.782344,
"SWE","GDPHRWKD","TOT","USD","A","1992",43.765477,
"SWE","GDPHRWKD","TOT","USD","A","1993",44.731591,
"SWE","GDPHRWKD","TOT","USD","A","1994",45.855836,
"SWE","GDPHRWKD","TOT","USD","A","1995",46.804075,
"SWE","GDPHRWKD","TOT","USD","A","1996",47.564385,
"SWE","GDPHRWKD","TOT","USD","A","1997",49.511244,
"SWE","GDPHRWKD","TOT","USD","A","1998",50.828076,
"SWE","GDPHRWKD","TOT","USD","A","1999",51.66129,
"SWE","GDPHRWKD","TOT","USD","A","2000",53.622333,
"SWE","GDPHRWKD","TOT","USD","A","2001",54.077643,
"SWE","GDPHRWKD","TOT","USD","A","2002",56.040074,
"SWE","GDPHRWKD","TOT","USD","A","2003",58.105756,
"SWE","GDPHRWKD","TOT","USD","A","2004",60.128862,
"SWE","GDPHRWKD","TOT","USD","A","2005",61.855295,
"SWE","GDPHRWKD","TOT","USD","A","2006",63.75765,
"SWE","GDPHRWKD","TOT","USD","A","2007",63.957947,
"SWE","GDPHRWKD","TOT","USD","A","2008",63.148741,
"SWE","GDPHRWKD","TOT","USD","A","2009",62.05684,
"SWE","GDPHRWKD","TOT","USD","A","2010",64.427335,
"SWE","GDPHRWKD","TOT","USD","A","2011",65.019747,
"SWE","GDPHRWKD","TOT","USD","A","2012",64.700275,
"SWE","GDPHRWKD","TOT","USD","A","2013",65.130877,
"SWE","GDPHRWKD","TOT","USD","A","2014",65.996373,
"SWE","GDPHRWKD","TOT","USD","A","2015",67.862915,
"SWE","GDPHRWKD","TOT","USD","A","2016",67.730731,
"SWE","GDPHRWKD","TOT","USD","A","2017",68.256362,
"SWE","GDPHRWKD","TOT","USD","A","2018",68.49761,
"CHE","GDPHRWKD","TOT","USD","A","1990",53.980588,
"CHE","GDPHRWKD","TOT","USD","A","1991",52.601857,"B"
"CHE","GDPHRWKD","TOT","USD","A","1992",53.067385,
"CHE","GDPHRWKD","TOT","USD","A","1993",53.553325,
"CHE","GDPHRWKD","TOT","USD","A","1994",53.92839,
"CHE","GDPHRWKD","TOT","USD","A","1995",54.890463,
"CHE","GDPHRWKD","TOT","USD","A","1996",56.104194,
"CHE","GDPHRWKD","TOT","USD","A","1997",57.821849,
"CHE","GDPHRWKD","TOT","USD","A","1998",58.490507,
"CHE","GDPHRWKD","TOT","USD","A","1999",58.250248,
"CHE","GDPHRWKD","TOT","USD","A","2000",60.12077,
"CHE","GDPHRWKD","TOT","USD","A","2001",61.341937,
"CHE","GDPHRWKD","TOT","USD","A","2002",61.803439,
"CHE","GDPHRWKD","TOT","USD","A","2003",61.554125,
"CHE","GDPHRWKD","TOT","USD","A","2004",61.956642,
"CHE","GDPHRWKD","TOT","USD","A","2005",63.609782,
"CHE","GDPHRWKD","TOT","USD","A","2006",65.150697,
"CHE","GDPHRWKD","TOT","USD","A","2007",66.533238,
"CHE","GDPHRWKD","TOT","USD","A","2008",66.754368,
"CHE","GDPHRWKD","TOT","USD","A","2009",65.308114,
"CHE","GDPHRWKD","TOT","USD","A","2010",67.008131,
"CHE","GDPHRWKD","TOT","USD","A","2011",66.655309,
"CHE","GDPHRWKD","TOT","USD","A","2012",66.832708,
"CHE","GDPHRWKD","TOT","USD","A","2013",68.085288,
"CHE","GDPHRWKD","TOT","USD","A","2014",68.797927,
"CHE","GDPHRWKD","TOT","USD","A","2015",68.065584,
"CHE","GDPHRWKD","TOT","USD","A","2016",68.256799,
"CHE","GDPHRWKD","TOT","USD","A","2017",69.761809,
"CHE","GDPHRWKD","TOT","USD","A","2018",71.406954,
"TUR","GDPHRWKD","TOT","USD","A","1990",21.971427,
"TUR","GDPHRWKD","TOT","USD","A","1991",21.288889,
"TUR","GDPHRWKD","TOT","USD","A","1992",22.050076,
"TUR","GDPHRWKD","TOT","USD","A","1993",24.765948,
"TUR","GDPHRWKD","TOT","USD","A","1994",22.051774,
"TUR","GDPHRWKD","TOT","USD","A","1995",23.109915,
"TUR","GDPHRWKD","TOT","USD","A","1996",23.832521,
"TUR","GDPHRWKD","TOT","USD","A","1997",25.804781,
"TUR","GDPHRWKD","TOT","USD","A","1998",25.834696,
"TUR","GDPHRWKD","TOT","USD","A","1999",24.136061,
"TUR","GDPHRWKD","TOT","USD","A","2000",26.120241,
"TUR","GDPHRWKD","TOT","USD","A","2001",24.507951,
"TUR","GDPHRWKD","TOT","USD","A","2002",26.15009,
"TUR","GDPHRWKD","TOT","USD","A","2003",27.835062,
"TUR","GDPHRWKD","TOT","USD","A","2004",30.336837,
"TUR","GDPHRWKD","TOT","USD","A","2005",32.069728,
"TUR","GDPHRWKD","TOT","USD","A","2006",33.627908,
"TUR","GDPHRWKD","TOT","USD","A","2007",35.410346,
"TUR","GDPHRWKD","TOT","USD","A","2008",35.30341,
"TUR","GDPHRWKD","TOT","USD","A","2009",33.889542,
"TUR","GDPHRWKD","TOT","USD","A","2010",34.762776,
"TUR","GDPHRWKD","TOT","USD","A","2011",36.641365,
"TUR","GDPHRWKD","TOT","USD","A","2012",37.412491,
"TUR","GDPHRWKD","TOT","USD","A","2013",39.94155,
"TUR","GDPHRWKD","TOT","USD","A","2014",39.952617,"E"
"TUR","GDPHRWKD","TOT","USD","A","2015",41.239199,"E"
"TUR","GDPHRWKD","TOT","USD","A","2016",41.645742,"E"
"TUR","GDPHRWKD","TOT","USD","A","2017",43.210619,"E"
"TUR","GDPHRWKD","TOT","USD","A","2018",43.605298,"E"
"GBR","GDPHRWKD","TOT","USD","A","1990",38.148584,
"GBR","GDPHRWKD","TOT","USD","A","1991",38.899843,
"GBR","GDPHRWKD","TOT","USD","A","1992",40.777555,
"GBR","GDPHRWKD","TOT","USD","A","1993",42.243027,
"GBR","GDPHRWKD","TOT","USD","A","1994",43.27849,
"GBR","GDPHRWKD","TOT","USD","A","1995",43.774128,
"GBR","GDPHRWKD","TOT","USD","A","1996",44.392546,
"GBR","GDPHRWKD","TOT","USD","A","1997",45.89674,
"GBR","GDPHRWKD","TOT","USD","A","1998",46.674045,
"GBR","GDPHRWKD","TOT","USD","A","1999",47.851278,
"GBR","GDPHRWKD","TOT","USD","A","2000",49.300862,
"GBR","GDPHRWKD","TOT","USD","A","2001",50.349372,
"GBR","GDPHRWKD","TOT","USD","A","2002",51.617365,
"GBR","GDPHRWKD","TOT","USD","A","2003",53.162908,
"GBR","GDPHRWKD","TOT","USD","A","2004",54.32618,
"GBR","GDPHRWKD","TOT","USD","A","2005",54.822588,
"GBR","GDPHRWKD","TOT","USD","A","2006",56.01317,
"GBR","GDPHRWKD","TOT","USD","A","2007",56.835364,
"GBR","GDPHRWKD","TOT","USD","A","2008",56.938581,
"GBR","GDPHRWKD","TOT","USD","A","2009",55.587761,
"GBR","GDPHRWKD","TOT","USD","A","2010",56.906047,
"GBR","GDPHRWKD","TOT","USD","A","2011",57.037614,
"GBR","GDPHRWKD","TOT","USD","A","2012",56.771539,
"GBR","GDPHRWKD","TOT","USD","A","2013",56.943585,
"GBR","GDPHRWKD","TOT","USD","A","2014",56.856615,
"GBR","GDPHRWKD","TOT","USD","A","2015",57.803139,
"GBR","GDPHRWKD","TOT","USD","A","2016",57.531613,
"GBR","GDPHRWKD","TOT","USD","A","2017",58.119715,
"GBR","GDPHRWKD","TOT","USD","A","2018",58.393205,
"USA","GDPHRWKD","TOT","USD","A","1990",45.565675,
"USA","GDPHRWKD","TOT","USD","A","1991",46.162637,
"USA","GDPHRWKD","TOT","USD","A","1992",47.74843,
"USA","GDPHRWKD","TOT","USD","A","1993",47.930722,
"USA","GDPHRWKD","TOT","USD","A","1994",48.336769,
"USA","GDPHRWKD","TOT","USD","A","1995",48.443155,
"USA","GDPHRWKD","TOT","USD","A","1996",49.647451,
"USA","GDPHRWKD","TOT","USD","A","1997",50.367122,
"USA","GDPHRWKD","TOT","USD","A","1998",51.500246,
"USA","GDPHRWKD","TOT","USD","A","1999",53.000659,
"USA","GDPHRWKD","TOT","USD","A","2000",54.482603,
"USA","GDPHRWKD","TOT","USD","A","2001",55.702108,
"USA","GDPHRWKD","TOT","USD","A","2002",57.2688,
"USA","GDPHRWKD","TOT","USD","A","2003",59.037793,
"USA","GDPHRWKD","TOT","USD","A","2004",60.551286,
"USA","GDPHRWKD","TOT","USD","A","2005",61.834248,
"USA","GDPHRWKD","TOT","USD","A","2006",62.463582,
"USA","GDPHRWKD","TOT","USD","A","2007",63.257151,
"USA","GDPHRWKD","TOT","USD","A","2008",63.901727,
"USA","GDPHRWKD","TOT","USD","A","2009",65.986753,
"USA","GDPHRWKD","TOT","USD","A","2010",67.635063,
"USA","GDPHRWKD","TOT","USD","A","2011",67.661665,
"USA","GDPHRWKD","TOT","USD","A","2012",67.896487,
"USA","GDPHRWKD","TOT","USD","A","2013",68.185312,
"USA","GDPHRWKD","TOT","USD","A","2014",68.566803,
"USA","GDPHRWKD","TOT","USD","A","2015",69.103932,
"USA","GDPHRWKD","TOT","USD","A","2016",69.279807,
"USA","GDPHRWKD","TOT","USD","A","2017",70.01502,
"USA","GDPHRWKD","TOT","USD","A","2018",70.781106,
"CHL","GDPHRWKD","TOT","USD","A","1990",11.117631,
"CHL","GDPHRWKD","TOT","USD","A","1991",11.989172,
"CHL","GDPHRWKD","TOT","USD","A","1992",12.862089,
"CHL","GDPHRWKD","TOT","USD","A","1993",12.972433,
"CHL","GDPHRWKD","TOT","USD","A","1994",13.713202,
"CHL","GDPHRWKD","TOT","USD","A","1995",15.239188,
"CHL","GDPHRWKD","TOT","USD","A","1996",16.132339,
"CHL","GDPHRWKD","TOT","USD","A","1997",17.382461,
"CHL","GDPHRWKD","TOT","USD","A","1998",17.419775,
"CHL","GDPHRWKD","TOT","USD","A","1999",17.722738,
"CHL","GDPHRWKD","TOT","USD","A","2000",18.459269,
"CHL","GDPHRWKD","TOT","USD","A","2001",19.029598,
"CHL","GDPHRWKD","TOT","USD","A","2002",19.198368,
"CHL","GDPHRWKD","TOT","USD","A","2003",19.359872,
"CHL","GDPHRWKD","TOT","USD","A","2004",20.266845,
"CHL","GDPHRWKD","TOT","USD","A","2005",21.348492,
"CHL","GDPHRWKD","TOT","USD","A","2006",22.228165,
