"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUT","GDPHRWKD","TOT","USD","A","2005",60.426451,
"AUT","GDPHRWKD","TOT","USD","A","2006",62.043631,
"AUT","GDPHRWKD","TOT","USD","A","2007",63.593586,
"AUT","GDPHRWKD","TOT","USD","A","2008",63.592955,
"AUT","GDPHRWKD","TOT","USD","A","2009",63.137242,
"AUT","GDPHRWKD","TOT","USD","A","2010",64.102223,
"AUT","GDPHRWKD","TOT","USD","A","2011",64.75743,
"AUT","GDPHRWKD","TOT","USD","A","2012",65.449959,
"AUT","GDPHRWKD","TOT","USD","A","2013",65.881693,
"AUT","GDPHRWKD","TOT","USD","A","2014",66.08261,
"AUT","GDPHRWKD","TOT","USD","A","2015",67.061414,
"AUT","GDPHRWKD","TOT","USD","A","2016",67.041957,
"AUT","GDPHRWKD","TOT","USD","A","2017",67.62857,
"AUT","GDPHRWKD","TOT","USD","A","2018",68.094665,
"BEL","GDPHRWKD","TOT","USD","A","1990",51.532042,
"BEL","GDPHRWKD","TOT","USD","A","1991",53.503276,
"BEL","GDPHRWKD","TOT","USD","A","1992",55.174339,
"BEL","GDPHRWKD","TOT","USD","A","1993",56.554785,
"BEL","GDPHRWKD","TOT","USD","A","1994",58.628478,
"BEL","GDPHRWKD","TOT","USD","A","1995",58.626995,
"BEL","GDPHRWKD","TOT","USD","A","1996",60.236899,
"BEL","GDPHRWKD","TOT","USD","A","1997",61.584185,
"BEL","GDPHRWKD","TOT","USD","A","1998",61.279913,
"BEL","GDPHRWKD","TOT","USD","A","1999",62.613924,
"BEL","GDPHRWKD","TOT","USD","A","2000",63.111472,
"BEL","GDPHRWKD","TOT","USD","A","2001",63.256026,
"BEL","GDPHRWKD","TOT","USD","A","2002",63.689816,
"BEL","GDPHRWKD","TOT","USD","A","2003",64.226694,
"BEL","GDPHRWKD","TOT","USD","A","2004",66.301963,
"BEL","GDPHRWKD","TOT","USD","A","2005",67.311689,
"BEL","GDPHRWKD","TOT","USD","A","2006",67.661029,
"BEL","GDPHRWKD","TOT","USD","A","2007",68.911798,
"BEL","GDPHRWKD","TOT","USD","A","2008",68.488532,
"BEL","GDPHRWKD","TOT","USD","A","2009",68.044805,
"BEL","GDPHRWKD","TOT","USD","A","2010",69.078046,
"BEL","GDPHRWKD","TOT","USD","A","2011",68.606215,
"BEL","GDPHRWKD","TOT","USD","A","2012",68.947577,
"BEL","GDPHRWKD","TOT","USD","A","2013",69.542264,
"BEL","GDPHRWKD","TOT","USD","A","2014",70.538566,
"BEL","GDPHRWKD","TOT","USD","A","2015",71.623863,
"BEL","GDPHRWKD","TOT","USD","A","2016",71.863632,
"BEL","GDPHRWKD","TOT","USD","A","2017",71.929602,
"BEL","GDPHRWKD","TOT","USD","A","2018",71.740209,
"CAN","GDPHRWKD","TOT","USD","A","1990",37.330711,
"CAN","GDPHRWKD","TOT","USD","A","1991",37.658931,
"CAN","GDPHRWKD","TOT","USD","A","1992",38.429322,
"CAN","GDPHRWKD","TOT","USD","A","1993",39.206858,
"CAN","GDPHRWKD","TOT","USD","A","1994",39.986284,
"CAN","GDPHRWKD","TOT","USD","A","1995",40.474489,
"CAN","GDPHRWKD","TOT","USD","A","1996",40.385484,
"CAN","GDPHRWKD","TOT","USD","A","1997",41.114642,
"CAN","GDPHRWKD","TOT","USD","A","1998",41.878622,
"CAN","GDPHRWKD","TOT","USD","A","1999",42.937645,
"CAN","GDPHRWKD","TOT","USD","A","2000",44.285876,
"CAN","GDPHRWKD","TOT","USD","A","2001",44.993578,
"CAN","GDPHRWKD","TOT","USD","A","2002",45.722251,
"CAN","GDPHRWKD","TOT","USD","A","2003",45.836392,
"CAN","GDPHRWKD","TOT","USD","A","2004",46.222318,
"CAN","GDPHRWKD","TOT","USD","A","2005",47.248941,
"CAN","GDPHRWKD","TOT","USD","A","2006",47.751798,
"CAN","GDPHRWKD","TOT","USD","A","2007",47.75019,
"CAN","GDPHRWKD","TOT","USD","A","2008",47.613789,
"CAN","GDPHRWKD","TOT","USD","A","2009",47.842412,
"CAN","GDPHRWKD","TOT","USD","A","2010",48.332263,
"CAN","GDPHRWKD","TOT","USD","A","2011",49.123069,
"CAN","GDPHRWKD","TOT","USD","A","2012",49.232587,
"CAN","GDPHRWKD","TOT","USD","A","2013",49.889694,
"CAN","GDPHRWKD","TOT","USD","A","2014",51.201525,
"CAN","GDPHRWKD","TOT","USD","A","2015",51.064629,
"CAN","GDPHRWKD","TOT","USD","A","2016",51.223829,
"CAN","GDPHRWKD","TOT","USD","A","2017",52.271387,
"CAN","GDPHRWKD","TOT","USD","A","2018",52.166685,
"CZE","GDPHRWKD","TOT","USD","A","1993",21.519467,
"CZE","GDPHRWKD","TOT","USD","A","1994",22.11585,
"CZE","GDPHRWKD","TOT","USD","A","1995",23.096101,
"CZE","GDPHRWKD","TOT","USD","A","1996",24.016179,
"CZE","GDPHRWKD","TOT","USD","A","1997",23.974917,
"CZE","GDPHRWKD","TOT","USD","A","1998",24.063349,
"CZE","GDPHRWKD","TOT","USD","A","1999",24.733279,
"CZE","GDPHRWKD","TOT","USD","A","2000",25.974963,
"CZE","GDPHRWKD","TOT","USD","A","2001",27.940551,
"CZE","GDPHRWKD","TOT","USD","A","2002",28.252456,
"CZE","GDPHRWKD","TOT","USD","A","2003",29.67359,
"CZE","GDPHRWKD","TOT","USD","A","2004",31.002647,
"CZE","GDPHRWKD","TOT","USD","A","2005",32.400483,
"CZE","GDPHRWKD","TOT","USD","A","2006",34.499066,
"CZE","GDPHRWKD","TOT","USD","A","2007",35.982897,
"CZE","GDPHRWKD","TOT","USD","A","2008",36.055816,
"CZE","GDPHRWKD","TOT","USD","A","2009",35.167184,
"CZE","GDPHRWKD","TOT","USD","A","2010",35.923883,
"CZE","GDPHRWKD","TOT","USD","A","2011",36.538272,
"CZE","GDPHRWKD","TOT","USD","A","2012",36.693922,
"CZE","GDPHRWKD","TOT","USD","A","2013",36.670093,
"CZE","GDPHRWKD","TOT","USD","A","2014",37.169476,
"CZE","GDPHRWKD","TOT","USD","A","2015",39.044096,
"CZE","GDPHRWKD","TOT","USD","A","2016",38.879716,
"CZE","GDPHRWKD","TOT","USD","A","2017",39.820402,
"CZE","GDPHRWKD","TOT","USD","A","2018",40.356839,
"DNK","GDPHRWKD","TOT","USD","A","1990",49.044876,
"DNK","GDPHRWKD","TOT","USD","A","1991",50.326856,
"DNK","GDPHRWKD","TOT","USD","A","1992",51.193364,
"DNK","GDPHRWKD","TOT","USD","A","1993",52.171337,
"DNK","GDPHRWKD","TOT","USD","A","1994",55.502126,
"DNK","GDPHRWKD","TOT","USD","A","1995",56.328035,
"DNK","GDPHRWKD","TOT","USD","A","1996",57.671004,
"DNK","GDPHRWKD","TOT","USD","A","1997",58.089026,
"DNK","GDPHRWKD","TOT","USD","A","1998",58.022113,
"DNK","GDPHRWKD","TOT","USD","A","1999",58.613092,
"DNK","GDPHRWKD","TOT","USD","A","2000",59.970756,
"DNK","GDPHRWKD","TOT","USD","A","2001",59.759037,
"DNK","GDPHRWKD","TOT","USD","A","2002",60.250359,
"DNK","GDPHRWKD","TOT","USD","A","2003",61.244708,
"DNK","GDPHRWKD","TOT","USD","A","2004",63.200404,
"DNK","GDPHRWKD","TOT","USD","A","2005",64.065531,
"DNK","GDPHRWKD","TOT","USD","A","2006",64.909861,
"DNK","GDPHRWKD","TOT","USD","A","2007",65.029567,
"DNK","GDPHRWKD","TOT","USD","A","2008",64.061457,
"DNK","GDPHRWKD","TOT","USD","A","2009",63.47098,
"DNK","GDPHRWKD","TOT","USD","A","2010",65.954953,
"DNK","GDPHRWKD","TOT","USD","A","2011",66.183327,
"DNK","GDPHRWKD","TOT","USD","A","2012",67.448273,
"DNK","GDPHRWKD","TOT","USD","A","2013",67.978643,
"DNK","GDPHRWKD","TOT","USD","A","2014",69.055505,
"DNK","GDPHRWKD","TOT","USD","A","2015",70.041594,
"DNK","GDPHRWKD","TOT","USD","A","2016",70.875522,
"DNK","GDPHRWKD","TOT","USD","A","2017",71.5302,
"DNK","GDPHRWKD","TOT","USD","A","2018",73.443493,
"FIN","GDPHRWKD","TOT","USD","A","1990",37.177512,
"FIN","GDPHRWKD","TOT","USD","A","1991",37.484548,
"FIN","GDPHRWKD","TOT","USD","A","1992",38.725598,
"FIN","GDPHRWKD","TOT","USD","A","1993",40.765189,
"FIN","GDPHRWKD","TOT","USD","A","1994",42.603595,
"FIN","GDPHRWKD","TOT","USD","A","1995",43.486188,
"FIN","GDPHRWKD","TOT","USD","A","1996",44.357755,
"FIN","GDPHRWKD","TOT","USD","A","1997",45.889075,
"FIN","GDPHRWKD","TOT","USD","A","1998",47.729762,
"FIN","GDPHRWKD","TOT","USD","A","1999",48.726837,
"FIN","GDPHRWKD","TOT","USD","A","2000",50.923038,
"FIN","GDPHRWKD","TOT","USD","A","2001",52.047942,
"FIN","GDPHRWKD","TOT","USD","A","2002",52.545106,
"FIN","GDPHRWKD","TOT","USD","A","2003",53.734067,
"FIN","GDPHRWKD","TOT","USD","A","2004",55.552013,
"FIN","GDPHRWKD","TOT","USD","A","2005",56.549384,
"FIN","GDPHRWKD","TOT","USD","A","2006",57.88369,
"FIN","GDPHRWKD","TOT","USD","A","2007",59.706083,
"FIN","GDPHRWKD","TOT","USD","A","2008",59.080553,
"FIN","GDPHRWKD","TOT","USD","A","2009",56.531664,
"FIN","GDPHRWKD","TOT","USD","A","2010",58.427751,
"FIN","GDPHRWKD","TOT","USD","A","2011",59.161141,
"FIN","GDPHRWKD","TOT","USD","A","2012",58.282199,
"FIN","GDPHRWKD","TOT","USD","A","2013",58.570063,
"FIN","GDPHRWKD","TOT","USD","A","2014",58.72304,
"FIN","GDPHRWKD","TOT","USD","A","2015",59.04888,
"FIN","GDPHRWKD","TOT","USD","A","2016",60.492797,
"FIN","GDPHRWKD","TOT","USD","A","2017",61.879381,
"FIN","GDPHRWKD","TOT","USD","A","2018",61.387705,
"FRA","GDPHRWKD","TOT","USD","A","1990",47.639384,
"FRA","GDPHRWKD","TOT","USD","A","1991",48.236282,
"FRA","GDPHRWKD","TOT","USD","A","1992",49.397288,
"FRA","GDPHRWKD","TOT","USD","A","1993",49.856963,
"FRA","GDPHRWKD","TOT","USD","A","1994",50.885711,
"FRA","GDPHRWKD","TOT","USD","A","1995",52.151044,
"FRA","GDPHRWKD","TOT","USD","A","1996",52.719296,
"FRA","GDPHRWKD","TOT","USD","A","1997",53.591609,
"FRA","GDPHRWKD","TOT","USD","A","1998",54.917227,
"FRA","GDPHRWKD","TOT","USD","A","1999",55.708609,
"FRA","GDPHRWKD","TOT","USD","A","2000",57.184135,
"FRA","GDPHRWKD","TOT","USD","A","2001",58.254055,
"FRA","GDPHRWKD","TOT","USD","A","2002",59.95475,
"FRA","GDPHRWKD","TOT","USD","A","2003",60.296947,
"FRA","GDPHRWKD","TOT","USD","A","2004",60.963306,
"FRA","GDPHRWKD","TOT","USD","A","2005",61.504408,
"FRA","GDPHRWKD","TOT","USD","A","2006",63.035653,
"FRA","GDPHRWKD","TOT","USD","A","2007",62.740224,
"FRA","GDPHRWKD","TOT","USD","A","2008",62.339937,
"FRA","GDPHRWKD","TOT","USD","A","2009",61.702322,
"FRA","GDPHRWKD","TOT","USD","A","2010",62.50105,
"FRA","GDPHRWKD","TOT","USD","A","2011",63.126874,
"FRA","GDPHRWKD","TOT","USD","A","2012",63.333125,
"FRA","GDPHRWKD","TOT","USD","A","2013",64.190819,
"FRA","GDPHRWKD","TOT","USD","A","2014",64.808463,
"FRA","GDPHRWKD","TOT","USD","A","2015",65.334256,
"FRA","GDPHRWKD","TOT","USD","A","2016",65.516817,
"FRA","GDPHRWKD","TOT","USD","A","2017",67.071855,
"FRA","GDPHRWKD","TOT","USD","A","2018",68.016415,
"DEU","GDPHRWKD","TOT","USD","A","1990",45.570102,
"DEU","GDPHRWKD","TOT","USD","A","1991",47.154443,
"DEU","GDPHRWKD","TOT","USD","A","1992",48.360625,
"DEU","GDPHRWKD","TOT","USD","A","1993",49.300234,
"DEU","GDPHRWKD","TOT","USD","A","1994",50.57962,
"DEU","GDPHRWKD","TOT","USD","A","1995",51.33651,
"DEU","GDPHRWKD","TOT","USD","A","1996",52.20898,
"DEU","GDPHRWKD","TOT","USD","A","1997",53.483953,
"DEU","GDPHRWKD","TOT","USD","A","1998",54.030598,
"DEU","GDPHRWKD","TOT","USD","A","1999",54.647119,
"DEU","GDPHRWKD","TOT","USD","A","2000",55.992227,
"DEU","GDPHRWKD","TOT","USD","A","2001",57.407217,
"DEU","GDPHRWKD","TOT","USD","A","2002",57.939261,
"DEU","GDPHRWKD","TOT","USD","A","2003",58.377026,
"DEU","GDPHRWKD","TOT","USD","A","2004",58.917698,
"DEU","GDPHRWKD","TOT","USD","A","2005",59.841475,
"DEU","GDPHRWKD","TOT","USD","A","2006",60.797244,
"DEU","GDPHRWKD","TOT","USD","A","2007",61.520893,
"DEU","GDPHRWKD","TOT","USD","A","2008",61.53806,
"DEU","GDPHRWKD","TOT","USD","A","2009",59.683108,
"DEU","GDPHRWKD","TOT","USD","A","2010",61.058515,
"DEU","GDPHRWKD","TOT","USD","A","2011",62.646351,
"DEU","GDPHRWKD","TOT","USD","A","2012",63.033595,
"DEU","GDPHRWKD","TOT","USD","A","2013",63.327081,
"DEU","GDPHRWKD","TOT","USD","A","2014",63.993168,
"DEU","GDPHRWKD","TOT","USD","A","2015",64.483502,
"DEU","GDPHRWKD","TOT","USD","A","2016",65.398555,
"DEU","GDPHRWKD","TOT","USD","A","2017",66.274843,
"DEU","GDPHRWKD","TOT","USD","A","2018",66.44531,
"GRC","GDPHRWKD","TOT","USD","A","1990",29.300906,
"GRC","GDPHRWKD","TOT","USD","A","1991",30.309599,
"GRC","GDPHRWKD","TOT","USD","A","1992",29.692164,
"GRC","GDPHRWKD","TOT","USD","A","1993",28.696645,
"GRC","GDPHRWKD","TOT","USD","A","1994",29.198756,
"GRC","GDPHRWKD","TOT","USD","A","1995",29.809378,
"GRC","GDPHRWKD","TOT","USD","A","1996",30.853552,
"GRC","GDPHRWKD","TOT","USD","A","1997",32.396328,
"GRC","GDPHRWKD","TOT","USD","A","1998",32.225675,
"GRC","GDPHRWKD","TOT","USD","A","1999",33.254298,
"GRC","GDPHRWKD","TOT","USD","A","2000",34.410709,
"GRC","GDPHRWKD","TOT","USD","A","2001",35.809901,
"GRC","GDPHRWKD","TOT","USD","A","2002",36.471004,
"GRC","GDPHRWKD","TOT","USD","A","2003",38.07644,
"GRC","GDPHRWKD","TOT","USD","A","2004",39.238052,
"GRC","GDPHRWKD","TOT","USD","A","2005",38.114791,
"GRC","GDPHRWKD","TOT","USD","A","2006",39.764312,
"GRC","GDPHRWKD","TOT","USD","A","2007",40.801235,
"GRC","GDPHRWKD","TOT","USD","A","2008",40.230943,
"GRC","GDPHRWKD","TOT","USD","A","2009",39.18558,
"GRC","GDPHRWKD","TOT","USD","A","2010",39.171813,
"GRC","GDPHRWKD","TOT","USD","A","2011",37.890238,
"GRC","GDPHRWKD","TOT","USD","A","2012",37.166422,
"GRC","GDPHRWKD","TOT","USD","A","2013",36.853878,
"GRC","GDPHRWKD","TOT","USD","A","2014",37.488934,
"GRC","GDPHRWKD","TOT","USD","A","2015",36.865935,
"GRC","GDPHRWKD","TOT","USD","A","2016",36.643281,
"GRC","GDPHRWKD","TOT","USD","A","2017",36.367228,
"GRC","GDPHRWKD","TOT","USD","A","2018",36.449238,
"HUN","GDPHRWKD","TOT","USD","A","1991",16.734052,
"HUN","GDPHRWKD","TOT","USD","A","1992",18.112652,
"HUN","GDPHRWKD","TOT","USD","A","1993",19.213029,
"HUN","GDPHRWKD","TOT","USD","A","1994",18.854897,
"HUN","GDPHRWKD","TOT","USD","A","1995",21.785609,"B"
"HUN","GDPHRWKD","TOT","USD","A","1996",21.868599,
"HUN","GDPHRWKD","TOT","USD","A","1997",22.234535,
"HUN","GDPHRWKD","TOT","USD","A","1998",23.003372,
"HUN","GDPHRWKD","TOT","USD","A","1999",23.16227,
"HUN","GDPHRWKD","TOT","USD","A","2000",24.299757,
"HUN","GDPHRWKD","TOT","USD","A","2001",25.70106,
"HUN","GDPHRWKD","TOT","USD","A","2002",27.163156,
"HUN","GDPHRWKD","TOT","USD","A","2003",28.146506,
"HUN","GDPHRWKD","TOT","USD","A","2004",29.785093,
"HUN","GDPHRWKD","TOT","USD","A","2005",31.693495,
"HUN","GDPHRWKD","TOT","USD","A","2006",33.070924,
"HUN","GDPHRWKD","TOT","USD","A","2007",33.882596,
"HUN","GDPHRWKD","TOT","USD","A","2008",34.782102,
"HUN","GDPHRWKD","TOT","USD","A","2009",33.707423,
"HUN","GDPHRWKD","TOT","USD","A","2010",34.002081,"B"
"HUN","GDPHRWKD","TOT","USD","A","2011",34.872909,
"HUN","GDPHRWKD","TOT","USD","A","2012",34.348751,
"HUN","GDPHRWKD","TOT","USD","A","2013",34.681492,
"HUN","GDPHRWKD","TOT","USD","A","2014",34.264222,
"HUN","GDPHRWKD","TOT","USD","A","2015",34.860228,
"HUN","GDPHRWKD","TOT","USD","A","2016",34.074283,
"HUN","GDPHRWKD","TOT","USD","A","2017",35.131493,
"HUN","GDPHRWKD","TOT","USD","A","2018",36.4555,
"ISL","GDPHRWKD","TOT","USD","A","1990",36.253194,
"ISL","GDPHRWKD","TOT","USD","A","1991",36.116192,
"ISL","GDPHRWKD","TOT","USD","A","1992",34.89767,
"ISL","GDPHRWKD","TOT","USD","A","1993",35.12745,
"ISL","GDPHRWKD","TOT","USD","A","1994",36.717303,
"ISL","GDPHRWKD","TOT","USD","A","1995",35.991874,
"ISL","GDPHRWKD","TOT","USD","A","1996",37.19495,
"ISL","GDPHRWKD","TOT","USD","A","1997",38.745357,
"ISL","GDPHRWKD","TOT","USD","A","1998",40.294718,
"ISL","GDPHRWKD","TOT","USD","A","1999",40.937574,
"ISL","GDPHRWKD","TOT","USD","A","2000",40.830479,
"ISL","GDPHRWKD","TOT","USD","A","2001",41.462442,
"ISL","GDPHRWKD","TOT","USD","A","2002",43.229251,
"ISL","GDPHRWKD","TOT","USD","A","2003",44.98946,
"ISL","GDPHRWKD","TOT","USD","A","2004",48.604167,
"ISL","GDPHRWKD","TOT","USD","A","2005",50.293693,
"ISL","GDPHRWKD","TOT","USD","A","2006",50.696352,
"ISL","GDPHRWKD","TOT","USD","A","2007",53.752964,
"ISL","GDPHRWKD","TOT","USD","A","2008",54.060836,
"ISL","GDPHRWKD","TOT","USD","A","2009",58.26278,
"ISL","GDPHRWKD","TOT","USD","A","2010",57.333832,
"ISL","GDPHRWKD","TOT","USD","A","2011",57.440013,
"ISL","GDPHRWKD","TOT","USD","A","2012",57.643243,
"ISL","GDPHRWKD","TOT","USD","A","2013",58.557191,
"ISL","GDPHRWKD","TOT","USD","A","2014",58.795034,
"ISL","GDPHRWKD","TOT","USD","A","2015",59.939675,
"ISL","GDPHRWKD","TOT","USD","A","2016",61.662615,
"ISL","GDPHRWKD","TOT","USD","A","2017",62.258754,
"ISL","GDPHRWKD","TOT","USD","A","2018",63.442873,
"IRL","GDPHRWKD","TOT","USD","A","1990",36.079239,
"IRL","GDPHRWKD","TOT","USD","A","1991",37.528749,
"IRL","GDPHRWKD","TOT","USD","A","1992",39.409731,
"IRL","GDPHRWKD","TOT","USD","A","1993",40.405139,
"IRL","GDPHRWKD","TOT","USD","A","1994",41.384925,
"IRL","GDPHRWKD","TOT","USD","A","1995",43.424706,
"IRL","GDPHRWKD","TOT","USD","A","1996",45.177943,
"IRL","GDPHRWKD","TOT","USD","A","1997",48.204933,
"IRL","GDPHRWKD","TOT","USD","A","1998",49.182399,
"IRL","GDPHRWKD","TOT","USD","A","1999",51.342294,
"IRL","GDPHRWKD","TOT","USD","A","2000",54.036183,
"IRL","GDPHRWKD","TOT","USD","A","2001",55.435022,
"IRL","GDPHRWKD","TOT","USD","A","2002",58.391991,
"IRL","GDPHRWKD","TOT","USD","A","2003",59.60669,
"IRL","GDPHRWKD","TOT","USD","A","2004",61.904007,
"IRL","GDPHRWKD","TOT","USD","A","2005",62.106181,
"IRL","GDPHRWKD","TOT","USD","A","2006",62.518017,
"IRL","GDPHRWKD","TOT","USD","A","2007",63.558493,
"IRL","GDPHRWKD","TOT","USD","A","2008",61.79247,
"IRL","GDPHRWKD","TOT","USD","A","2009",64.771451,
"IRL","GDPHRWKD","TOT","USD","A","2010",72.367486,"B"
"IRL","GDPHRWKD","TOT","USD","A","2011",73.551747,
"IRL","GDPHRWKD","TOT","USD","A","2012",74.066293,
"IRL","GDPHRWKD","TOT","USD","A","2013",72.68279,
"IRL","GDPHRWKD","TOT","USD","A","2014",76.234764,
"IRL","GDPHRWKD","TOT","USD","A","2015",91.380842,
"IRL","GDPHRWKD","TOT","USD","A","2016",91.743434,
"IRL","GDPHRWKD","TOT","USD","A","2017",95.671689,
"IRL","GDPHRWKD","TOT","USD","A","2018",99.712813,
"ITA","GDPHRWKD","TOT","USD","A","1990",45.013888,
"ITA","GDPHRWKD","TOT","USD","A","1991",45.034714,
"ITA","GDPHRWKD","TOT","USD","A","1992",45.664956,
"ITA","GDPHRWKD","TOT","USD","A","1993",46.528694,
"ITA","GDPHRWKD","TOT","USD","A","1994",48.483117,
"ITA","GDPHRWKD","TOT","USD","A","1995",49.920457,
"ITA","GDPHRWKD","TOT","USD","A","1996",49.977495,
"ITA","GDPHRWKD","TOT","USD","A","1997",50.899849,
"ITA","GDPHRWKD","TOT","USD","A","1998",50.934775,
"ITA","GDPHRWKD","TOT","USD","A","1999",51.292976,
"ITA","GDPHRWKD","TOT","USD","A","2000",52.765988,
"ITA","GDPHRWKD","TOT","USD","A","2001",53.11984,
"ITA","GDPHRWKD","TOT","USD","A","2002",52.703288,
"ITA","GDPHRWKD","TOT","USD","A","2003",52.329817,
"ITA","GDPHRWKD","TOT","USD","A","2004",52.768654,
"ITA","GDPHRWKD","TOT","USD","A","2005",53.004419,
"ITA","GDPHRWKD","TOT","USD","A","2006",52.887727,
"ITA","GDPHRWKD","TOT","USD","A","2007",52.847528,
"ITA","GDPHRWKD","TOT","USD","A","2008",52.54619,
"ITA","GDPHRWKD","TOT","USD","A","2009",51.499442,
"ITA","GDPHRWKD","TOT","USD","A","2010",52.670267,
"ITA","GDPHRWKD","TOT","USD","A","2011",53.025838,
"ITA","GDPHRWKD","TOT","USD","A","2012",52.742397,
"ITA","GDPHRWKD","TOT","USD","A","2013",53.161618,
"ITA","GDPHRWKD","TOT","USD","A","2014",53.203908,
"ITA","GDPHRWKD","TOT","USD","A","2015",53.235493,
"ITA","GDPHRWKD","TOT","USD","A","2016",53.071852,
"ITA","GDPHRWKD","TOT","USD","A","2017",53.414162,
"ITA","GDPHRWKD","TOT","USD","A","2018",53.309104,
"JPN","GDPHRWKD","TOT","USD","A","1990",30.746706,
"JPN","GDPHRWKD","TOT","USD","A","1991",31.678452,
"JPN","GDPHRWKD","TOT","USD","A","1992",32.12116,
"JPN","GDPHRWKD","TOT","USD","A","1993",32.836967,
"JPN","GDPHRWKD","TOT","USD","A","1994",33.24791,
"JPN","GDPHRWKD","TOT","USD","A","1995",34.295182,
"JPN","GDPHRWKD","TOT","USD","A","1996",35.173764,
"JPN","GDPHRWKD","TOT","USD","A","1997",35.809345,
"JPN","GDPHRWKD","TOT","USD","A","1998",36.26261,
"JPN","GDPHRWKD","TOT","USD","A","1999",37.310896,
"JPN","GDPHRWKD","TOT","USD","A","2000",38.395794,
"JPN","GDPHRWKD","TOT","USD","A","2001",38.950022,
"JPN","GDPHRWKD","TOT","USD","A","2002",39.697908,
"JPN","GDPHRWKD","TOT","USD","A","2003",40.260988,
"JPN","GDPHRWKD","TOT","USD","A","2004",41.189807,
"JPN","GDPHRWKD","TOT","USD","A","2005",41.822582,
"JPN","GDPHRWKD","TOT","USD","A","2006",41.909572,
"JPN","GDPHRWKD","TOT","USD","A","2007",42.244158,
"JPN","GDPHRWKD","TOT","USD","A","2008",42.176541,
"JPN","GDPHRWKD","TOT","USD","A","2009",41.707952,
"JPN","GDPHRWKD","TOT","USD","A","2010",43.070363,
"JPN","GDPHRWKD","TOT","USD","A","2011",43.170838,
"JPN","GDPHRWKD","TOT","USD","A","2012",43.574487,
"JPN","GDPHRWKD","TOT","USD","A","2013",44.474209,
"JPN","GDPHRWKD","TOT","USD","A","2014",44.508537,
"JPN","GDPHRWKD","TOT","USD","A","2015",45.119217,
"JPN","GDPHRWKD","TOT","USD","A","2016",45.056999,
"JPN","GDPHRWKD","TOT","USD","A","2017",45.72475,
"JPN","GDPHRWKD","TOT","USD","A","2018",45.899405,
"KOR","GDPHRWKD","TOT","USD","A","1990",11.126655,
"KOR","GDPHRWKD","TOT","USD","A","1991",11.99568,
"KOR","GDPHRWKD","TOT","USD","A","1992",12.597772,
"KOR","GDPHRWKD","TOT","USD","A","1993",13.216821,
"KOR","GDPHRWKD","TOT","USD","A","1994",14.065899,
"KOR","GDPHRWKD","TOT","USD","A","1995",14.942782,
"KOR","GDPHRWKD","TOT","USD","A","1996",15.801068,
